,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,x,0.9999999999778681,0.9999976556194843,0.9999999467922405,0.23086214744186828,0.999999999890921,0.9966718671823946,0.9982978555660953,0.7000622387240563,0.5669547916713378,,0.9999753082505634,0.9999208893112661,0.9886298317126142,0.9999955403292484,,0.9999398386244382,0.9993850335533987,0.9993727994535418,0.9999999583563972,0.9999998394163625,0.9999971525156149,0.9999999947049539,0.999999461181154,0.9975650765417841,0.9955001852430476,0.9999954824190234,0.9896312387066103,0.9999985999659997,0.9999991487554899,0.9998257115567624,0.9979748266082067,0.9999998086994362,0.5825653536738252,0.9998837703269544,,0.9602131488939492,0.9999997864715935,0.9570123222541531,0.9992303972627882,0.9999998938564301,0.9351247658999688,0.9999993927772195,0.9999980257032897,0.9999990514930359,0.9999253819557086,0.9999826818871345,0.9999969999141058,0.9948749686383611,0.9994274690208591,0.9907394195548357,0.9999976452784828,0.9999990804801238,0.9990295954269659
1,x,x,0.4279373665080644,0.38994305849210603,0.37769126314008367,0.5194404581598625,0.569517168222616,0.4286015575241162,0.3916629365599233,0.4204240226920283,,0.3062215102452853,0.5892922513106424,0.35434146441063286,0.44847438167880493,,0.5241728445480226,0.4070817900181664,0.44070137213342836,0.5115830798139118,0.3297819285907204,0.4632376270500093,0.5254942560114253,0.4256525423800638,0.24096174142149873,0.12016581670746795,0.45208646213644954,0.32091442808917875,0.2628665332417609,0.44227380102261005,0.4449052600781525,0.5612503301608796,0.4310873441902231,0.22971852680184746,0.6837139459406598,,0.5472187704980196,0.38477489143590565,0.3326939378124813,0.14937869835130763,0.4310885371512841,0.26626046973928363,0.4846793262757178,0.38684470822219824,0.41700135815774847,0.5103094518812243,0.37806134094711596,0.3852712730155931,0.6150645957890992,0.43186337063647057,0.3209001175345341,0.5211929969403579,0.41383132207898715,0.31114354575418635
2,x,x,x,0.7375602191470974,0.3680435472796616,0.9998308802091573,0.784283458554546,0.9920472285622127,0.8933763191361381,0.8608499401236764,,0.9958124999573416,0.9488664555871541,0.39225322937627394,0.9658334059848435,,0.9281275372012285,0.6237773064506342,0.9818510535545417,0.9320287248841798,0.7881197129055986,0.9253094880095596,0.580693236292659,0.9988218665120087,0.9283872839731369,0.9841065279092025,0.9940331217137384,0.8789030195034333,0.887230636503065,0.9580529367144175,0.9233862559094153,0.9226439321590392,0.8919373437837248,0.8587376005935516,0.8760368990394021,,0.5912142000467413,0.6067972071894296,0.9916816599782832,0.9993630404588655,0.9984670462556442,0.34785032797061904,0.9937491670992102,0.9888925230234962,0.8735040766241344,0.9594547684209003,0.9521366418519133,0.9172087485728941,0.994747071501637,0.20362759923873947,0.3027233487403903,0.7847175970864105,0.7575004184558697,0.6763131655638603
3,x,x,x,x,0.7332020508770191,0.908468826320353,0.8001576364880936,0.924391293609212,0.4150959229834213,0.7076248336494011,,0.987187410874604,0.9979695114175986,0.941183780622872,0.9674537152345557,,0.8981356700262042,0.9765064801268069,0.9949565246377485,0.7333929648265253,0.977952649824883,0.8330687954452625,0.9568427721518121,0.9777085322675468,0.9104320379469788,0.9696225024561347,0.9745528822075316,0.9999037294055617,0.9626985242094412,0.9656253964918036,0.9175794634532206,0.9138869230594443,0.9481007679195111,0.9056534042242737,0.9287502866245607,,0.9686435246005006,0.8688062163981529,0.9769783666310086,0.8878746617808218,0.9766506064563687,0.9919844286905881,0.999348265118152,0.6054245596971204,0.9671091774714473,0.9874606595880451,0.9796724002201278,0.9693970276778798,0.937904547906642,0.3247888451978344,0.9044341518995187,0.8142420853909685,0.6141570933388716,0.8141077176280257
4,x,x,x,x,x,0.6765645648445291,0.45014159537199205,0.6217304912493734,0.15773733886465208,0.5734555049770442,,0.1927436283094956,0.566553962433924,0.3503440956698758,0.2999043576590221,,0.5850091168987828,0.4853312822377931,0.46920010616546437,0.8189381053828363,0.18694780966792401,0.6880171741751071,,0.6578970862749924,0.29374302152207316,0.4675656130674228,0.5840418426403475,0.7040717140527764,0.07740005328986976,0.4878293939131562,0.595996414745536,0.5567109067647291,0.04351415246491225,0.5264788427044667,0.585386003747018,,0.5158762080593224,0.6487680929905102,0.28663433359634655,0.2582218957290562,0.6862377976537578,0.6104144290241187,0.6933454540925302,0.21441055534863562,0.5367794209331217,0.6583217530117424,0.8315874939568426,0.672411978403609,0.7735950493982989,0.41391755313408113,,0.6355635646778717,0.5292002883476024,0.5913253743765703
5,x,x,x,x,x,x,0.0002746093566134422,0.9924495389717283,0.8027650560118824,0.6100867378810602,,0.9352985067015642,0.7613903875606117,0.9768754588245168,0.8254097107909222,,0.004375047452250258,0.8410977121133129,0.00026284057423525686,0.019714260626511992,0.981837518030118,0.7987248129557557,0.41574716152888,0.25119981694854004,3.8717610140182046e-07,0.01758475701856599,0.4978022146162993,0.7713860068449785,0.7615428713688792,0.15993521851030534,0.018648807064250372,0.027827611222055904,0.024916154070202756,0.29612467743391996,0.5696409943622754,,0.7097840190037026,0.9016824935727827,0.9974228298751815,0.9775388283846514,0.9164222146084362,0.06582885104425862,0.8461753972683937,0.9621854633783904,0.5091614517800451,0.04002227156653726,0.9972522443805093,0.42639911393931107,0.7820423305184957,0.9999505562206643,0.8313807905528406,0.1164023125237375,0.28165177832265703,2.741324782123966e-05
6,x,x,x,x,x,x,x,0.3658825110469299,0.9684401646454431,0.7210698922093253,,0.20357365073912104,0.6555421956216596,0.1139204440490828,0.8548623379095188,,0.07700538693384412,0.9219994209620929,0.6035474922839266,0.8391718815279658,0.09311321716729432,0.22371519832850478,0.47429844432791407,0.797764154617117,0.9765231741020313,0.4352822980239283,0.04884862286554309,0.0360588742910351,0.3342600684266889,0.3956088370978835,0.6486226666915578,0.19922866735734518,0.7999076894390484,0.0929262911526938,0.4786289281317147,,0.08043256283439237,0.8308078422250809,0.6018942530122324,0.829822457975028,0.49418522671272597,0.7052142092359028,0.041086875067543716,0.24754056581994555,0.375571217289116,0.21359542449757773,0.46846875310494906,0.5727385183630014,0.27225164696355136,0.8299758314006903,0.3123835320454714,0.7585384143236085,0.4211894156399066,0.28188587441137614
7,x,x,x,x,x,x,x,x,0.3596781269225117,0.1504607142508233,,0.8453562056199383,0.439565067708199,0.12888781477096,0.008582689515655106,,0.38014546311404385,0.028872472724345788,0.7377567880613211,0.667965443413327,0.0016574886861763227,0.7992979440517709,0.6357685292550956,0.3903249599796297,0.2695266543730363,0.5742815223503861,0.5933939425571859,0.22697048321232666,0.07350954401894527,0.19377606816566117,0.25377036581989326,0.7879591965276467,0.5360307166835667,0.09289888183969924,0.19807150362156772,,0.6253410975664351,0.12466569362923408,0.5879545076062846,0.40313069455153094,0.8589737849522492,0.9177250860264794,0.6500956821060766,0.43155341721277035,0.22630177403881024,0.04018244195883036,0.368518353134652,0.8249328871114785,0.8581508731375105,0.006181068013829616,0.04577420808401339,0.23242464393100581,0.4253563703506588,0.39522533890679223
8,x,x,x,x,x,x,x,x,x,0.9915988641847486,,0.8551949375384367,0.9996502031367716,0.9619805698610335,0.9964281184686946,,0.9963819915408654,0.9983665758047799,0.9996796067816989,0.9963338526116992,0.9993173775547178,0.9982431538306034,0.9695139325466173,0.995695668086402,0.9800600879238848,0.9755743113525784,0.9875448920654556,0.9806886695454402,0.9909844610112444,0.9978008141901571,0.9916696501803988,0.9944583146381475,0.9957715679529175,0.945912799246968,0.986663185819453,,0.9929938668548213,0.9909234676459451,0.9946124122022915,0.9955333802677483,0.9907927941734274,0.7947818927465091,0.9829436890284464,0.9939033005863832,0.9865358897468164,0.9781408637572047,0.9891002740898248,0.9949535621451744,0.9981334885096758,0.9547966198513795,0.981392225712264,0.9913672001003129,0.9897904422465947,0.9826669435726316
9,x,x,x,x,x,x,x,x,x,x,,0.4086255316857861,0.7188506479405916,0.4172456688507542,0.7669509508447626,,0.8938064737945037,0.8213602382765779,0.3448241608841059,0.95530432774268,0.15290088080697795,0.5402911984336336,0.28999589738728465,0.47760393011633934,0.33192576208450464,0.5187137267636026,0.5683862809666903,0.11299595380824407,0.7688483948060586,0.5876366113588827,0.5220841339334712,0.7212266821482431,0.8017133839180729,0.8580535675257704,0.4981902302752144,,0.600540965182021,0.48987724906878183,0.8653012871720505,0.6128289096367812,0.45088648734736964,0.8421035328878848,0.19534919838601106,0.666571404820641,0.4879388956749504,0.43200640595452605,0.5450643155615211,0.27360048628542866,0.32843411391476024,0.8335660810441404,0.37780769496780015,0.5947075607797123,0.6937174417461841,0.07593240251724959
10,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,x,x,x,x,x,x,x,x,x,x,x,x,0.9096265271743339,0.7335435412422997,0.870448810602211,,0.2946424267943384,0.8019808843125683,0.9885393883950493,0.44835659560178737,0.4471583661138176,0.9394496661610939,0.9633463838135929,0.9329811052197897,0.040832185849157154,0.9643928163959936,0.8984824863642049,0.7812987400068028,0.5348835748570371,0.5580415817221568,0.6628641525839193,0.030726430376419867,0.5560803397614251,0.22806884192250987,0.807288072003844,,0.6219592759626835,0.9256181568142753,0.41283774282884744,0.6759054211689435,0.7798972860448473,0.18426517452583602,0.8353495541144993,0.8813031305497356,0.7767554870985307,0.7554447638663674,0.5665617409428323,0.28832911934279115,0.8531865495610804,0.44815268436011496,0.7854717810558896,0.8037953532506545,0.4790718904878464,0.14055883882784326
12,x,x,x,x,x,x,x,x,x,x,x,x,x,0.9274880115247134,0.7863297427241818,,0.7579463973667154,0.9131185304083111,0.2630922318137925,0.5310991436325083,0.07539411824851855,0.12299817971543336,0.14876881620663562,0.0881052413741294,0.8530680911641406,0.4026325634971013,0.182374020381318,0.46356978019766243,0.22735928162924923,0.29879090853730006,0.15459066718099074,0.04290964498852701,0.9091706270026294,0.8036670962794022,0.5201792819195648,,0.8653688284005285,0.4933536025293969,0.14470475827282414,0.5957290926276736,0.4960361468234644,0.8874284480425787,0.5622830455929819,0.5812085740515942,0.7120692390918602,0.2929595314988751,0.2752402296916068,0.6866582210101319,0.1992564560481146,0.00357796485926154,0.24493240872531086,0.1752886679963207,0.8298954774016695,0.3690686576717883
13,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.3650582122399443,,0.4512556590908738,0.18439521856077062,0.063755538274118,0.16148762739174788,0.19142324247676168,0.1990260058730049,0.8622633566629341,0.028794209449341246,0.9532337650204152,0.5377100436497628,0.03768846475909554,0.824064874773339,0.9517961432392784,0.06727514166009835,0.656399882227436,0.9273534668352043,0.6341039693921096,0.9343387922319146,0.044767522497149326,,0.6484211706389394,0.5503986216365382,0.8997433978240407,0.6228773030118544,0.13856788841275358,0.6443938033089907,5.332712526529004e-05,0.05898448950594898,0.0815159215198002,0.09770198263957658,0.23523054876619065,0.7962659009492107,0.7234411568631534,0.5709507006084569,0.37068659332648574,0.16556243230877005,0.4639008668976973,0.12733888923525383
14,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,0.5514824833568807,0.3615354702116079,0.16745019690798235,0.35094933682624524,0.5236095978813484,0.29502410072416707,0.2115541515806839,0.6972460869132902,0.23118706842626013,0.42207958273951446,0.47886008523280715,0.2931025713949651,0.5695262388745901,0.36637546375872815,0.25380812371162176,0.7564304948035683,0.6521219357541757,0.6140725836538086,0.5160913566537189,,0.6164602212875387,0.6009133192714649,0.43317782310779407,0.5889534945947601,0.2833831886467553,0.8684847808539942,0.6972664257043816,0.6465809368500111,0.46629171318827217,0.6713508929957104,0.3926254206459025,0.404780040781598,0.8170477776393612,0.5231653618633814,0.298315262250878,0.10470270615938126,0.8359538944014538,0.5626566363633612
15,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
